Type de ticket,Priorité,Nombre de Champs personnalisés (Participants),Annee,Jour,Mois,Nombre de Composants,Nombre de Versions corrigées,Nb_heures,Type de Version
Nouvelle fonctionnalité,5,4,2007,1,2,4,3,26,Patch
Nouvelle fonctionnalité,4,3,2018,7,1,3,3,23,Mineur
Tâche,3,5,2012,3,8,3,4,5,Patch
Nouvelle fonctionnalité,5,5,2013,3,11,3,4,5,Majeur
Tâche,4,4,2014,7,4,3,3,15,Majeur
Tâche,5,5,2021,4,12,3,4,4,Mineur
Bug,5,4,2020,3,11,3,2,28,Majeur
Nouvelle fonctionnalité,4,3,2007,6,6,4,3,24,Patch
Tâche,4,3,2020,2,6,3,3,24,Mineur
Nouvelle fonctionnalité,3,3,2008,3,10,4,3,18,Majeur
Bug,4,3,2010,7,7,3,3,20,Majeur
Nouvelle fonctionnalité,5,3,2005,3,8,4,2,35,Patch
Nouvelle fonctionnalité,4,4,2015,4,1,3,2,17,Majeur
Bug,5,3,2005,2,1,3,3,35,Patch
Tâche,4,5,2019,4,3,3,3,4,Patch
Tâche,3,5,2008,4,7,3,3,4,Mineur
Nouvelle fonctionnalité,3,4,2012,2,4,3,2,10,Majeur
Nouvelle fonctionnalité,4,4,2012,7,12,4,2,16,Majeur
Nouvelle fonctionnalité,4,4,2006,2,6,3,2,17,Mineur
Nouvelle fonctionnalité,3,4,2013,3,7,3,3,12,Majeur
Nouvelle fonctionnalité,4,3,2009,6,5,3,4,22,Patch
Nouvelle fonctionnalité,4,4,2015,7,10,4,3,17,Patch
Tâche,4,5,2014,2,4,4,2,2,Patch
Tâche,3,4,2016,7,6,4,3,10,Patch
Bug,3,3,2022,4,8,3,3,20,Mineur
Tâche,4,4,2014,2,7,3,4,17,Majeur
Nouvelle fonctionnalité,4,5,2022,4,2,3,4,6,Patch
Bug,4,3,2021,4,1,4,3,22,Patch
Bug,5,3,2018,3,4,4,4,33,Patch
Tâche,4,4,2005,4,7,3,2,17,Patch
Bug,5,4,2014,4,11,4,3,26,Patch
Bug,4,4,2020,1,8,3,2,15,Majeur
Bug,4,3,2018,1,9,3,2,21,Majeur
Nouvelle fonctionnalité,4,3,2021,3,1,3,2,22,Patch
Nouvelle fonctionnalité,4,4,2015,4,3,3,4,16,Mineur
Bug,4,4,2019,5,4,3,3,16,Patch
Tâche,4,3,2022,7,6,3,3,21,Patch
Nouvelle fonctionnalité,3,5,2010,3,9,4,2,3,Mineur
Tâche,4,5,2012,2,1,4,3,3,Patch
Nouvelle fonctionnalité,5,4,2004,4,2,3,2,28,Majeur
Bug,3,5,2019,6,9,4,4,3,Majeur
Nouvelle fonctionnalité,4,5,2005,7,12,4,2,5,Mineur
Bug,5,5,2004,7,12,3,3,7,Mineur
Bug,3,4,2020,7,11,4,2,14,Patch
Tâche,3,3,2019,6,7,4,3,20,Mineur
Bug,3,3,2006,7,3,3,4,19,Patch
Nouvelle fonctionnalité,4,3,2016,2,11,3,2,21,Mineur
Bug,5,4,2013,2,7,3,4,28,Mineur
Bug,4,3,2011,7,3,4,2,24,Mineur
Bug,5,4,2022,1,12,3,4,27,Majeur
Bug,5,3,2015,2,9,3,2,34,Mineur
Bug,4,4,2018,6,10,3,4,16,Majeur
Bug,3,3,2006,2,12,4,3,19,Majeur
Tâche,4,3,2017,4,9,4,4,22,Majeur
Nouvelle fonctionnalité,5,3,2004,1,11,3,3,30,Patch
Tâche,5,5,2015,7,7,3,4,6,Mineur
Bug,4,5,2005,7,7,3,2,2,Majeur
Nouvelle fonctionnalité,4,3,2011,5,6,3,2,23,Mineur
Nouvelle fonctionnalité,4,3,2022,4,11,4,4,20,Majeur
Nouvelle fonctionnalité,3,5,2007,6,2,4,4,1,Patch
Bug,3,4,2022,3,6,3,3,12,Majeur
Bug,5,4,2005,7,1,4,3,27,Patch
Nouvelle fonctionnalité,4,3,2011,4,9,4,2,24,Mineur
Nouvelle fonctionnalité,3,3,2012,7,1,4,4,19,Patch
Tâche,3,5,2004,4,11,3,4,3,Majeur
Nouvelle fonctionnalité,5,4,2019,7,8,4,2,25,Majeur
Bug,5,4,2012,5,12,3,2,25,Majeur
Tâche,5,5,2020,4,7,4,3,8,Majeur
Nouvelle fonctionnalité,3,5,2021,4,7,4,4,4,Patch
Bug,3,3,2008,2,7,4,2,19,Mineur
Bug,3,3,2008,7,4,4,3,20,Patch
Bug,3,3,2010,3,8,3,4,19,Majeur
Bug,4,5,2013,6,7,4,3,4,Mineur
Tâche,5,3,2005,5,4,3,3,36,Mineur
Tâche,3,4,2020,4,4,4,4,10,Patch
Bug,3,5,2013,2,2,4,3,2,Patch
Bug,3,4,2012,2,8,4,4,13,Patch
Nouvelle fonctionnalité,5,5,2008,5,9,3,3,8,Mineur
Nouvelle fonctionnalité,4,4,2009,2,12,3,2,17,Majeur
Tâche,4,5,2013,7,7,4,4,5,Patch
Bug,3,5,2013,1,7,3,3,2,Mineur
Bug,3,4,2005,6,4,3,4,10,Majeur
Bug,4,5,2010,6,10,3,2,3,Majeur
Nouvelle fonctionnalité,5,4,2004,2,5,3,3,26,Mineur
Bug,5,5,2007,4,2,3,2,6,Majeur
Bug,3,5,2013,6,11,3,2,1,Majeur
Tâche,5,3,2012,4,5,4,3,33,Mineur
Tâche,4,4,2017,7,12,3,4,15,Patch
Tâche,3,4,2013,6,5,4,4,13,Majeur
Nouvelle fonctionnalité,3,4,2020,5,3,4,4,12,Majeur
Nouvelle fonctionnalité,3,4,2008,2,7,3,3,13,Mineur
Bug,3,4,2016,5,3,3,4,12,Mineur
Tâche,3,4,2015,6,8,4,4,11,Majeur
Nouvelle fonctionnalité,5,4,2022,2,7,3,2,29,Mineur
Tâche,3,5,2007,3,8,4,4,5,Mineur
Tâche,3,3,2010,5,3,3,3,20,Patch
Nouvelle fonctionnalité,3,4,2008,6,11,4,2,11,Patch
Tâche,5,5,2019,1,11,3,2,5,Patch
Nouvelle fonctionnalité,3,5,2004,3,12,4,4,2,Mineur
Bug,4,5,2007,5,10,4,4,5,Majeur
Nouvelle fonctionnalité,3,5,2019,3,9,4,3,4,Mineur
Bug,5,3,2019,6,5,3,4,38,Majeur
Tâche,4,3,2008,3,3,3,3,22,Patch
Nouvelle fonctionnalité,5,5,2005,6,3,4,4,8,Majeur
Tâche,5,5,2008,4,5,3,3,6,Patch
Nouvelle fonctionnalité,4,4,2019,4,10,4,4,16,Majeur
Nouvelle fonctionnalité,4,3,2020,6,5,3,4,24,Mineur
Tâche,3,4,2013,4,4,4,4,12,Mineur
Nouvelle fonctionnalité,4,4,2012,7,4,4,3,15,Patch
Tâche,4,3,2015,7,3,3,2,20,Majeur
Nouvelle fonctionnalité,4,4,2008,4,12,3,3,17,Majeur
Tâche,5,3,2021,5,1,4,3,38,Mineur
Bug,4,3,2013,1,11,3,4,22,Majeur
Tâche,4,5,2012,5,1,4,4,2,Mineur
Bug,4,3,2004,2,8,4,2,23,Patch
Tâche,4,3,2013,5,4,3,2,21,Majeur
Tâche,5,4,2008,6,5,3,3,27,Mineur
Nouvelle fonctionnalité,5,4,2018,1,5,4,4,25,Majeur
Bug,4,5,2010,6,9,3,4,6,Patch
Bug,5,5,2020,2,5,4,3,9,Patch
Tâche,5,4,2010,6,8,4,4,26,Mineur
Nouvelle fonctionnalité,4,3,2009,6,4,3,2,22,Mineur
Nouvelle fonctionnalité,4,3,2011,5,2,3,2,21,Patch
Nouvelle fonctionnalité,5,5,2010,6,5,4,2,8,Mineur
Tâche,3,4,2007,4,10,4,2,13,Mineur
Bug,3,4,2015,2,8,4,4,12,Patch
Nouvelle fonctionnalité,3,4,2004,1,12,3,2,10,Patch
Bug,3,3,2019,1,12,4,2,19,Patch
Nouvelle fonctionnalité,5,4,2008,2,10,4,2,27,Mineur
Tâche,5,3,2010,3,4,4,3,37,Majeur
Nouvelle fonctionnalité,5,4,2011,7,10,3,3,25,Patch
Bug,3,3,2007,6,4,4,4,20,Mineur
Nouvelle fonctionnalité,4,3,2006,5,5,4,3,23,Majeur
Tâche,4,4,2011,3,4,4,2,16,Mineur
Nouvelle fonctionnalité,4,3,2019,4,8,3,4,23,Patch
Bug,4,5,2018,3,6,4,3,3,Mineur
Nouvelle fonctionnalité,3,5,2011,5,4,3,3,4,Majeur
Bug,3,5,2010,5,7,4,3,4,Patch
Bug,3,5,2006,5,3,3,2,3,Patch
Bug,4,3,2012,4,8,4,3,21,Patch
Tâche,4,3,2011,3,4,3,4,23,Majeur
Nouvelle fonctionnalité,4,3,2019,5,3,3,3,20,Mineur
Bug,4,5,2005,7,10,3,3,6,Patch
Nouvelle fonctionnalité,4,5,2014,6,4,3,2,4,Mineur
Bug,4,4,2011,1,10,4,4,16,Patch
Bug,4,4,2008,1,2,3,4,16,Mineur
Nouvelle fonctionnalité,3,3,2005,2,5,4,2,18,Majeur
Nouvelle fonctionnalité,3,5,2019,5,11,3,2,5,Patch
Nouvelle fonctionnalité,3,4,2008,1,2,3,4,10,Majeur
Tâche,5,3,2005,6,2,3,4,31,Patch
Nouvelle fonctionnalité,4,5,2015,6,3,3,3,7,Patch
Tâche,5,3,2021,3,10,4,3,33,Mineur
Tâche,3,5,2016,3,4,4,4,2,Patch
Nouvelle fonctionnalité,5,4,2010,1,1,4,2,28,Patch
Nouvelle fonctionnalité,3,5,2019,4,11,4,3,4,Majeur
Bug,3,3,2018,3,10,3,3,20,Patch
Nouvelle fonctionnalité,3,5,2004,6,2,4,2,1,Majeur
Nouvelle fonctionnalité,4,3,2007,3,10,4,2,24,Patch
Tâche,3,5,2015,2,8,4,4,3,Patch
Tâche,5,3,2008,4,1,4,3,30,Patch
Nouvelle fonctionnalité,3,3,2010,6,7,4,4,19,Majeur
Tâche,3,4,2019,3,10,4,2,10,Patch
Nouvelle fonctionnalité,4,3,2010,7,8,3,2,24,Majeur
Nouvelle fonctionnalité,5,3,2004,2,10,4,3,30,Majeur
Tâche,5,3,2016,5,4,4,4,38,Majeur
Bug,5,4,2020,5,8,4,2,29,Mineur
Bug,5,5,2017,2,6,3,3,9,Patch
Tâche,5,5,2017,3,4,4,2,5,Patch
Nouvelle fonctionnalité,4,4,2007,5,8,3,3,15,Patch
Nouvelle fonctionnalité,5,3,2019,5,2,3,4,38,Majeur
Tâche,5,3,2020,1,11,3,2,30,Patch
Bug,5,3,2008,7,11,3,3,32,Majeur
Nouvelle fonctionnalité,4,3,2008,1,8,4,2,24,Patch
Nouvelle fonctionnalité,5,3,2008,3,9,3,3,36,Majeur
Nouvelle fonctionnalité,4,4,2018,4,5,4,4,17,Majeur
Tâche,5,5,2011,3,12,3,4,5,Majeur
Tâche,3,4,2014,2,5,3,2,12,Majeur
Tâche,5,5,2019,7,6,4,3,7,Patch
Bug,4,4,2013,1,3,3,4,16,Mineur
Bug,5,3,2019,7,1,3,4,31,Majeur
Tâche,3,5,2014,4,8,4,4,1,Patch
Nouvelle fonctionnalité,4,3,2016,7,5,4,4,24,Patch
Nouvelle fonctionnalité,3,5,2014,6,8,4,3,4,Patch
Nouvelle fonctionnalité,5,3,2018,3,10,4,3,30,Majeur
Tâche,4,5,2006,2,6,4,2,4,Patch
Bug,3,4,2018,7,2,4,3,10,Majeur
Bug,3,5,2015,6,9,4,2,5,Majeur
Tâche,4,3,2014,4,11,4,3,22,Patch
Tâche,3,5,2022,1,7,3,2,2,Majeur
Bug,3,5,2017,2,12,4,3,3,Majeur
Tâche,5,5,2012,5,7,3,4,7,Majeur
Tâche,5,5,2021,4,3,4,2,4,Mineur
Tâche,4,3,2021,4,9,3,4,22,Mineur
Nouvelle fonctionnalité,3,5,2018,6,8,3,2,1,Majeur
Nouvelle fonctionnalité,3,5,2009,7,8,4,4,5,Patch
Bug,4,4,2021,1,7,4,2,15,Mineur
Nouvelle fonctionnalité,4,3,2021,4,11,3,3,20,Patch
Nouvelle fonctionnalité,5,5,2007,2,10,4,2,9,Patch
Nouvelle fonctionnalité,4,3,2013,5,1,3,3,20,Mineur
Tâche,4,3,2007,3,8,4,3,22,Patch
Bug,5,5,2009,6,10,4,2,9,Patch
Bug,3,3,2009,2,5,3,3,20,Majeur
Bug,5,4,2011,4,2,4,2,27,Patch
Nouvelle fonctionnalité,3,5,2008,6,4,4,2,2,Mineur
Tâche,4,4,2016,5,4,4,2,17,Mineur
Nouvelle fonctionnalité,3,5,2007,2,4,4,3,5,Mineur
Tâche,5,3,2013,4,11,4,4,33,Patch
Nouvelle fonctionnalité,5,4,2006,4,7,3,2,27,Patch
Tâche,5,5,2013,4,12,4,3,7,Mineur
Bug,5,5,2021,5,2,4,3,9,Patch
Tâche,5,5,2008,4,7,4,2,7,Mineur
Tâche,3,3,2020,6,8,4,2,19,Mineur
Bug,5,3,2016,3,2,3,4,31,Mineur
Bug,3,3,2013,2,2,4,4,18,Majeur
Bug,5,5,2019,2,9,3,4,5,Majeur
Bug,3,4,2013,1,10,4,2,12,Patch
Tâche,3,5,2022,7,10,4,3,2,Patch
Nouvelle fonctionnalité,4,5,2008,1,1,3,4,2,Patch
Tâche,5,4,2021,7,12,3,3,25,Mineur
Bug,4,3,2012,5,6,3,4,20,Patch
Tâche,3,5,2006,7,3,4,4,4,Patch
Tâche,4,5,2004,6,1,3,4,3,Majeur
Nouvelle fonctionnalité,5,5,2014,2,4,3,3,5,Mineur
Nouvelle fonctionnalité,5,4,2007,4,7,4,4,25,Patch
Nouvelle fonctionnalité,5,4,2015,1,4,3,2,28,Mineur
Bug,4,5,2010,2,1,4,3,6,Patch
Nouvelle fonctionnalité,5,5,2006,4,7,4,2,9,Majeur
Bug,4,5,2021,6,1,3,3,6,Majeur
Tâche,5,5,2013,7,1,3,2,8,Mineur
Tâche,4,4,2011,6,9,3,3,16,Patch
Bug,4,3,2020,1,5,4,4,23,Patch
Tâche,3,3,2017,4,8,4,4,19,Mineur
Nouvelle fonctionnalité,4,3,2014,5,10,4,2,23,Patch
Nouvelle fonctionnalité,4,3,2020,1,7,4,2,20,Majeur
Bug,3,3,2017,5,1,4,3,20,Mineur
Nouvelle fonctionnalité,3,3,2004,5,10,4,2,18,Majeur
Nouvelle fonctionnalité,3,3,2018,1,4,3,3,18,Majeur
Bug,4,5,2012,1,10,4,2,2,Majeur
Tâche,5,3,2014,4,2,4,2,31,Patch
Bug,3,4,2017,6,12,4,2,12,Patch
Bug,5,3,2015,1,3,4,3,35,Patch
Tâche,3,3,2013,2,2,3,4,20,Patch
Nouvelle fonctionnalité,3,4,2011,5,11,4,3,11,Majeur
Tâche,3,4,2016,7,1,3,2,14,Majeur
Nouvelle fonctionnalité,4,5,2019,3,6,4,4,6,Patch
Nouvelle fonctionnalité,4,4,2007,4,11,3,2,15,Majeur
Bug,3,3,2011,1,3,4,4,19,Majeur
Tâche,4,5,2019,5,6,4,3,6,Patch
Tâche,5,4,2014,3,11,4,4,28,Mineur
Nouvelle fonctionnalité,5,4,2009,1,9,4,3,26,Patch
Nouvelle fonctionnalité,3,4,2019,7,8,3,2,10,Patch
Tâche,4,3,2005,3,6,3,4,22,Majeur
Nouvelle fonctionnalité,4,4,2006,2,9,3,2,17,Majeur
Nouvelle fonctionnalité,3,4,2005,4,11,4,2,11,Mineur
Bug,3,3,2007,7,5,4,3,19,Mineur
Bug,3,5,2013,3,5,3,2,4,Patch
Bug,4,5,2009,3,6,3,2,5,Mineur
Tâche,4,3,2021,3,10,4,4,21,Majeur
Tâche,5,4,2008,1,6,3,3,27,Patch
Tâche,5,5,2004,4,7,4,4,9,Mineur
Bug,5,4,2013,4,4,4,2,27,Majeur
Tâche,5,5,2007,7,12,4,2,4,Patch
Bug,5,3,2014,7,6,3,3,35,Majeur
Nouvelle fonctionnalité,3,4,2014,1,4,4,2,14,Patch
Bug,5,5,2010,5,6,3,3,5,Mineur
Tâche,5,5,2021,6,1,4,2,9,Patch
Bug,3,4,2004,5,6,4,2,14,Mineur
Nouvelle fonctionnalité,4,3,2022,6,10,4,4,22,Mineur
Bug,3,4,2008,5,3,4,4,13,Majeur
Tâche,3,5,2020,2,9,4,3,3,Patch
Bug,3,3,2004,7,12,3,3,20,Majeur
Bug,4,3,2004,6,3,4,4,23,Mineur
Bug,5,4,2009,7,2,4,3,29,Mineur
Tâche,3,4,2017,4,2,3,4,13,Mineur
Nouvelle fonctionnalité,3,5,2018,6,9,4,3,5,Majeur
Tâche,4,3,2012,2,1,4,2,22,Majeur
Bug,3,5,2021,1,9,3,2,4,Majeur
Nouvelle fonctionnalité,5,4,2016,3,5,3,2,29,Majeur
Bug,4,4,2016,6,3,4,2,15,Majeur
Nouvelle fonctionnalité,3,3,2010,3,5,3,2,19,Mineur
Bug,4,5,2017,4,3,4,3,7,Majeur
Bug,4,5,2010,3,5,3,2,4,Patch
Bug,4,4,2010,3,1,4,4,16,Mineur
Tâche,5,5,2017,3,12,4,2,8,Mineur
Tâche,3,5,2013,1,12,4,3,1,Majeur
Bug,3,3,2010,3,8,4,3,18,Patch
Tâche,5,3,2008,7,6,4,2,37,Mineur
Bug,4,3,2020,3,5,4,2,24,Patch
Tâche,5,4,2019,2,3,3,3,26,Patch
Tâche,5,5,2019,7,6,4,3,6,Mineur
Bug,4,3,2004,4,10,3,4,20,Majeur
Bug,4,5,2006,4,10,4,4,7,Patch
Tâche,4,3,2016,6,2,3,3,20,Patch
Tâche,5,5,2010,7,10,3,3,9,Mineur
Tâche,4,4,2008,5,7,4,4,15,Mineur
Bug,3,3,2006,2,5,3,3,18,Mineur
Bug,3,4,2006,7,1,3,4,14,Patch
Nouvelle fonctionnalité,4,3,2022,5,6,3,2,23,Majeur
Tâche,4,4,2009,5,10,3,2,15,Patch
Tâche,5,5,2015,5,6,4,4,5,Majeur
Nouvelle fonctionnalité,3,4,2005,5,6,4,2,14,Majeur
Bug,5,4,2007,7,4,4,2,25,Patch
Nouvelle fonctionnalité,4,3,2011,3,2,4,4,22,Mineur
Tâche,4,4,2008,7,4,3,4,16,Mineur
Bug,3,4,2013,5,2,3,3,12,Mineur
Nouvelle fonctionnalité,4,3,2016,5,1,3,2,20,Mineur
Bug,3,3,2016,2,1,4,2,18,Mineur
Bug,3,4,2014,1,7,3,2,10,Majeur
Bug,3,4,2019,7,6,4,3,14,Patch
Tâche,3,4,2009,7,10,3,3,13,Patch
Nouvelle fonctionnalité,5,4,2009,2,1,4,3,29,Patch
Tâche,4,3,2015,3,12,4,3,22,Mineur
Bug,3,4,2017,5,9,3,3,13,Patch
Bug,3,5,2021,2,5,4,3,2,Patch
Bug,5,4,2018,3,9,3,2,25,Patch
Tâche,5,5,2004,4,5,3,3,9,Patch
Nouvelle fonctionnalité,5,3,2006,1,1,3,4,31,Majeur
Bug,4,5,2010,3,6,3,2,2,Mineur
Nouvelle fonctionnalité,3,3,2004,3,10,4,4,19,Majeur
Bug,5,5,2013,6,2,3,4,8,Majeur
Tâche,3,5,2018,5,5,4,2,1,Mineur
Bug,4,5,2021,6,12,3,2,2,Majeur
Tâche,5,3,2005,3,5,4,3,33,Majeur
Tâche,4,4,2010,6,6,3,4,16,Majeur
Bug,5,4,2008,6,5,4,4,25,Patch
Nouvelle fonctionnalité,5,5,2015,7,2,3,3,4,Mineur
Tâche,4,4,2004,5,5,4,3,15,Mineur
Tâche,3,3,2009,2,5,3,3,20,Majeur
Bug,3,4,2019,5,7,3,2,12,Mineur
Nouvelle fonctionnalité,3,3,2019,4,1,4,2,18,Mineur
Tâche,4,3,2007,3,10,4,3,22,Patch
Bug,3,4,2015,3,7,3,2,10,Majeur
Tâche,4,3,2006,7,9,3,2,20,Mineur
Nouvelle fonctionnalité,3,5,2017,5,5,4,2,5,Mineur
Tâche,3,4,2006,1,2,3,2,14,Patch
Tâche,3,5,2010,4,11,4,4,3,Mineur
Tâche,4,3,2020,3,7,4,3,23,Mineur
Tâche,4,4,2014,5,8,4,2,15,Patch
Nouvelle fonctionnalité,4,3,2016,4,9,3,3,22,Patch
Bug,4,3,2013,1,7,3,4,20,Majeur
Bug,3,3,2020,4,1,4,3,20,Majeur
Tâche,5,5,2017,3,2,4,4,4,Majeur
Tâche,5,5,2008,5,9,3,4,7,Mineur
Bug,4,5,2010,2,5,3,3,5,Mineur
Bug,3,3,2013,3,5,3,3,19,Mineur
Nouvelle fonctionnalité,5,3,2008,6,8,3,3,35,Majeur
Tâche,4,5,2010,2,5,4,2,2,Patch
Tâche,3,3,2022,1,10,3,4,19,Mineur
Nouvelle fonctionnalité,3,4,2009,2,2,4,4,14,Majeur
Nouvelle fonctionnalité,4,5,2022,1,2,3,2,7,Majeur
Tâche,3,4,2012,5,6,4,4,12,Majeur
Nouvelle fonctionnalité,3,5,2014,1,3,4,4,4,Majeur
Nouvelle fonctionnalité,3,5,2006,6,8,3,2,4,Majeur
Tâche,5,3,2018,7,12,4,2,33,Mineur
Tâche,3,4,2011,5,5,3,3,12,Patch
Nouvelle fonctionnalité,3,3,2009,5,9,3,3,18,Majeur
Bug,5,5,2007,2,9,3,3,6,Patch
Bug,4,5,2004,6,3,3,3,4,Majeur
Tâche,5,3,2010,7,2,4,4,33,Mineur
Tâche,4,5,2021,5,1,3,3,6,Patch
Bug,4,4,2011,7,8,3,3,17,Majeur
Nouvelle fonctionnalité,4,4,2018,4,2,4,4,16,Patch
Tâche,5,3,2014,1,4,4,4,31,Patch
Tâche,5,3,2006,3,10,4,3,38,Mineur
Bug,4,3,2013,1,8,3,2,21,Mineur
Tâche,4,4,2011,3,4,4,2,16,Mineur
Bug,4,4,2005,1,9,4,3,16,Mineur
Bug,3,4,2011,4,5,3,4,11,Patch
Tâche,4,3,2009,1,10,3,4,24,Patch
Bug,3,4,2014,1,1,3,4,11,Patch
Tâche,3,4,2004,2,7,4,3,13,Majeur
Tâche,3,3,2010,6,8,4,4,20,Majeur
Bug,3,3,2022,1,4,4,4,19,Majeur
Bug,4,4,2015,1,4,4,3,16,Patch
Tâche,3,4,2015,7,11,3,4,10,Mineur
Bug,4,4,2018,1,2,3,4,15,Mineur
Bug,4,4,2014,3,2,3,3,16,Patch
Bug,3,3,2007,6,8,3,2,18,Mineur
Nouvelle fonctionnalité,4,3,2010,7,6,4,4,24,Mineur
Tâche,4,4,2020,4,12,4,3,17,Mineur
Tâche,3,5,2017,5,7,3,4,2,Patch
Nouvelle fonctionnalité,5,5,2006,2,10,3,3,9,Patch
Bug,4,3,2011,4,7,4,4,20,Mineur
Bug,5,4,2012,2,5,3,3,25,Majeur
Tâche,3,4,2008,2,8,4,4,11,Majeur
Tâche,5,4,2012,7,5,3,2,29,Majeur
Bug,4,3,2005,5,11,3,3,23,Majeur
Bug,5,5,2008,5,9,3,4,4,Patch
Tâche,3,4,2008,1,3,3,4,13,Mineur
Bug,4,4,2007,5,5,4,4,17,Mineur
Tâche,3,3,2007,2,4,3,4,19,Mineur
Nouvelle fonctionnalité,3,3,2010,1,12,4,2,18,Mineur
Nouvelle fonctionnalité,3,3,2022,6,5,3,3,19,Majeur
Tâche,3,3,2021,7,10,3,2,20,Patch
Nouvelle fonctionnalité,3,5,2006,5,2,3,3,1,Majeur
Tâche,3,3,2016,4,8,3,3,20,Patch
Bug,5,5,2018,6,5,4,4,5,Majeur
Tâche,5,3,2014,1,1,3,3,30,Majeur
Nouvelle fonctionnalité,5,3,2012,1,2,3,3,32,Patch
Tâche,5,5,2007,5,9,3,4,4,Mineur
Tâche,5,5,2011,6,2,3,2,8,Majeur
Nouvelle fonctionnalité,4,5,2010,3,1,3,2,5,Patch
Nouvelle fonctionnalité,3,3,2007,1,2,4,4,20,Patch
Bug,4,4,2006,4,11,3,2,15,Mineur
Nouvelle fonctionnalité,5,5,2006,6,2,4,3,7,Patch
Tâche,3,3,2013,3,3,3,3,20,Majeur
Tâche,3,5,2008,6,5,4,4,3,Patch
Nouvelle fonctionnalité,4,5,2007,3,7,3,4,7,Patch
Nouvelle fonctionnalité,5,5,2017,3,9,4,4,6,Patch
Bug,4,4,2018,2,7,3,2,15,Patch
Tâche,4,5,2006,3,8,4,3,4,Mineur
Bug,5,5,2022,7,1,3,3,5,Mineur
Tâche,4,3,2014,5,8,3,2,20,Mineur
Nouvelle fonctionnalité,4,5,2022,5,9,3,3,2,Majeur
Tâche,4,3,2019,7,1,4,2,24,Mineur
Nouvelle fonctionnalité,3,4,2018,5,3,4,2,10,Majeur
Nouvelle fonctionnalité,3,5,2020,5,11,3,2,2,Majeur
Bug,3,4,2022,7,12,3,2,14,Majeur
Tâche,4,3,2006,7,9,4,3,21,Majeur
Tâche,3,5,2005,3,11,4,3,1,Majeur
Tâche,3,3,2010,3,12,3,4,20,Mineur
Nouvelle fonctionnalité,3,4,2012,7,6,3,4,14,Mineur
Tâche,5,5,2022,4,9,3,4,7,Patch
Tâche,5,4,2009,5,10,4,2,28,Majeur
Nouvelle fonctionnalité,4,3,2011,2,7,3,4,23,Majeur
Bug,5,3,2016,1,8,3,4,36,Majeur
Bug,4,5,2017,3,12,3,2,6,Majeur
Nouvelle fonctionnalité,5,3,2011,4,1,4,4,33,Majeur
Bug,4,4,2020,2,9,4,2,16,Mineur
Bug,4,3,2019,6,5,4,3,21,Mineur
Bug,4,4,2005,2,3,3,2,15,Mineur
Bug,3,4,2009,2,8,4,3,14,Patch
Nouvelle fonctionnalité,3,5,2005,4,11,3,3,3,Majeur
Bug,3,4,2018,1,11,4,3,10,Patch
Bug,5,3,2017,2,2,4,4,30,Majeur
Nouvelle fonctionnalité,4,5,2022,6,7,3,4,7,Mineur
Tâche,5,4,2006,5,6,4,2,25,Patch
Nouvelle fonctionnalité,4,4,2021,6,4,3,2,15,Patch
Nouvelle fonctionnalité,3,4,2018,3,11,3,4,11,Patch
Bug,4,4,2012,3,12,4,3,17,Majeur
Bug,5,3,2007,5,4,3,3,34,Majeur
Tâche,5,4,2008,4,7,3,4,25,Patch
Bug,4,3,2005,6,1,4,3,24,Mineur
Bug,3,3,2017,4,12,4,2,20,Majeur
Bug,5,3,2020,3,5,4,4,35,Majeur
Tâche,5,5,2012,5,10,4,3,8,Majeur
Bug,3,3,2015,1,5,4,2,20,Mineur
Nouvelle fonctionnalité,4,3,2016,1,12,4,3,23,Majeur
Nouvelle fonctionnalité,5,5,2007,3,1,3,3,7,Patch
Nouvelle fonctionnalité,5,4,2022,5,1,4,4,26,Patch
Bug,4,4,2015,6,9,3,2,16,Mineur
Tâche,4,3,2019,5,9,3,3,21,Mineur
Tâche,3,5,2008,4,7,4,3,4,Majeur
Tâche,3,5,2005,6,9,3,3,4,Majeur
Tâche,4,4,2009,1,7,3,4,15,Majeur
Tâche,4,4,2022,2,8,4,2,17,Majeur
Bug,5,5,2013,7,9,3,4,7,Mineur
Bug,5,3,2010,2,4,4,2,31,Majeur
Tâche,4,3,2014,4,3,4,4,24,Majeur
Bug,3,3,2016,5,12,3,2,20,Mineur
Bug,3,4,2006,3,3,3,2,11,Mineur
Tâche,5,3,2021,6,5,4,4,38,Majeur
Nouvelle fonctionnalité,4,4,2013,3,1,3,2,16,Mineur
Bug,5,5,2011,1,8,4,3,4,Patch
Nouvelle fonctionnalité,5,3,2009,7,9,3,3,36,Patch
Tâche,3,5,2013,1,4,4,4,2,Mineur
Nouvelle fonctionnalité,4,3,2009,1,3,3,3,21,Mineur
Bug,3,5,2018,6,9,3,3,1,Patch
Tâche,5,3,2012,4,8,4,2,39,Majeur
Nouvelle fonctionnalité,3,4,2008,6,11,3,2,11,Majeur
Bug,4,3,2015,6,10,3,4,24,Mineur
Bug,5,3,2018,7,4,3,4,33,Patch
Nouvelle fonctionnalité,4,5,2022,3,3,3,2,3,Majeur
Nouvelle fonctionnalité,3,3,2014,2,8,3,4,18,Patch
Bug,4,4,2011,1,5,3,2,16,Mineur
Nouvelle fonctionnalité,4,5,2005,2,11,3,4,6,Patch
Tâche,4,4,2020,6,9,4,3,17,Mineur
